CookerStat, GenerateAssetRegistry=0.037942, Initialize=0.182875, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_0, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/EnemySpawner.uasset, AutoPackageBackupDelegate=13.487473, FlushAsyncLoading=0.011194, FlushStreamingFunc=0.062827, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=25.038298, TagPackageExports=2.343442, BeginCacheForCookedPlatformData=0.008088, SerializeImports=3.260292, GatherLocalizableTextData=1.943178, MarkNames=0.024259, SerializeSummary=21.800709, SerializeNames=0.132803, SerializeGatherableTextData=0.009019, BuildExportMap=0.290480, SortExportsNonSeekfree=0.343353, SortExportsSeekfreeConstructor=0.550482, SortExportsSeekfreeInner=5.682736, SortExportsSeekfree=0.013061, BuildDependencyMap=0.292346, SerializeImportMap=0.010885, SerializeExportMap=0.011820, SerializeDependencyMap=0.007153, SerializeStringAssetReferenceMap=0.003733, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.398092, SerializeExports=1.806643, SerializeBulkData=0.020836, MoveFile=0.917785, UnaccountedTime=3.085505, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_1, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/NewMap.umap, AutoPackageBackupDelegate=47.503014, FlushAsyncLoading=0.009019, FlushStreamingFunc=0.093304, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.897259, TagPackageExports=0.862114, BeginCacheForCookedPlatformData=0.002485, SerializeImports=2.151553, GatherLocalizableTextData=8.685514, MarkNames=0.070598, SerializeSummary=0.017107, SerializeNames=0.342730, SerializeGatherableTextData=0.013996, BuildExportMap=0.211794, SortExportsNonSeekfree=0.195313, SortExportsSeekfreeConstructor=0.064690, SortExportsSeekfreeInner=24.120209, SortExportsSeekfree=0.014614, BuildDependencyMap=0.094861, SerializeImportMap=0.021148, SerializeExportMap=0.025816, SerializeDependencyMap=0.018660, SerializeStringAssetReferenceMap=0.012752, SaveThumbNailsAssetRegistryDataWorldLevelInfo=1.350705, SerializeExports=3.305081, SerializeBulkData=0.009328, MoveFile=1.188669, UnaccountedTime=0.970036, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_2, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/NewMap.umap, AutoPackageBackupDelegate=2.944313, FlushAsyncLoading=0.007153, FlushStreamingFunc=0.080552, BlockTillAllRequestsFinished=0.007462, ResetLoadersForSaveUnMarkAllObjects=0.221752, TagPackageExports=1.420993, BeginCacheForCookedPlatformData=0.007775, SerializeImports=2.013777, GatherLocalizableTextData=8.302663, MarkNames=0.120047, SerializeSummary=0.024881, SerializeNames=0.466201, SerializeGatherableTextData=0.042919, BuildExportMap=0.439141, SortExportsNonSeekfree=0.339001, SortExportsSeekfreeConstructor=0.127513, SortExportsSeekfreeInner=21.023500, SortExportsSeekfree=0.008397, BuildDependencyMap=0.073709, SerializeImportMap=0.023324, SerializeExportMap=0.026125, SerializeDependencyMap=0.009332, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.700388, SerializeExports=4.420042, SerializeBulkData=0.012130, MoveFile=1.653939, UnaccountedTime=1.281042, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_3, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/EnemySpawner.uasset, AutoPackageBackupDelegate=2.801247, FlushAsyncLoading=0.008397, FlushStreamingFunc=0.064377, BlockTillAllRequestsFinished=0.004668, ResetLoadersForSaveUnMarkAllObjects=0.143375, TagPackageExports=5.259141, BeginCacheForCookedPlatformData=0.007465, SerializeImports=4.672893, GatherLocalizableTextData=4.420351, MarkNames=0.044476, SerializeSummary=0.019282, SerializeNames=0.116315, SerializeGatherableTextData=0.126269, BuildExportMap=0.093926, SortExportsNonSeekfree=0.242896, SortExportsSeekfreeConstructor=0.009954, SortExportsSeekfreeInner=7.866006, SortExportsSeekfree=0.007775, BuildDependencyMap=0.036079, SerializeImportMap=0.012130, SerializeExportMap=0.016484, SerializeDependencyMap=0.005286, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.551727, SerializeExports=4.408226, SerializeBulkData=0.009019, MoveFile=1.189914, UnaccountedTime=0.910319, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_4, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/EnemySpawner.uasset, AutoPackageBackupDelegate=1.614131, FlushAsyncLoading=0.004664, FlushStreamingFunc=0.061579, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.145238, TagPackageExports=5.396917, BeginCacheForCookedPlatformData=0.008706, SerializeImports=4.183054, GatherLocalizableTextData=16.975426, MarkNames=0.074644, SerializeSummary=0.019282, SerializeNames=0.149906, SerializeGatherableTextData=0.117559, BuildExportMap=0.116009, SortExportsNonSeekfree=0.473663, SortExportsSeekfreeConstructor=0.105742, SortExportsSeekfreeInner=10.183949, SortExportsSeekfree=0.010885, BuildDependencyMap=0.050072, SerializeImportMap=0.012130, SerializeExportMap=0.021771, SerializeDependencyMap=0.006843, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.633523, SerializeExports=5.482446, SerializeBulkData=0.007775, MoveFile=1.222569, UnaccountedTime=0.908457, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_5, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/NewMap.umap, AutoPackageBackupDelegate=1.706500, FlushAsyncLoading=0.003420, FlushStreamingFunc=0.046652, BlockTillAllRequestsFinished=0.005286, ResetLoadersForSaveUnMarkAllObjects=0.142753, TagPackageExports=0.702254, BeginCacheForCookedPlatformData=0.001866, SerializeImports=2.505477, GatherLocalizableTextData=7.949047, MarkNames=0.070289, SerializeSummary=0.016171, SerializeNames=0.345841, SerializeGatherableTextData=0.014618, BuildExportMap=0.211794, SortExportsNonSeekfree=0.195935, SortExportsSeekfreeConstructor=0.064690, SortExportsSeekfreeInner=18.875372, SortExportsSeekfree=0.009019, BuildDependencyMap=0.073399, SerializeImportMap=0.024881, SerializeExportMap=0.027370, SerializeDependencyMap=0.009332, SerializeStringAssetReferenceMap=0.002798, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.705365, SerializeExports=4.427507, SerializeBulkData=0.012439, MoveFile=1.243096, UnaccountedTime=0.970967, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_6, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/TwinStickMode.uasset, AutoPackageBackupDelegate=2.657872, FlushAsyncLoading=0.012752, FlushStreamingFunc=0.156749, BlockTillAllRequestsFinished=0.007153, ResetLoadersForSaveUnMarkAllObjects=0.222683, TagPackageExports=1.355369, BeginCacheForCookedPlatformData=0.002179, SerializeImports=2.033368, GatherLocalizableTextData=1.193646, MarkNames=0.023015, SerializeSummary=0.013687, SerializeNames=0.100452, SerializeGatherableTextData=0.005290, BuildExportMap=0.069976, SortExportsNonSeekfree=0.119425, SortExportsSeekfreeConstructor=0.007778, SortExportsSeekfreeInner=5.647898, SortExportsSeekfree=0.006221, BuildDependencyMap=0.022702, SerializeImportMap=0.014614, SerializeExportMap=0.016484, SerializeDependencyMap=0.004046, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.307899, SerializeExports=3.181607, SerializeBulkData=0.009645, MoveFile=2.602201, UnaccountedTime=0.946399, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_7, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/TwinStickMode.uasset, AutoPackageBackupDelegate=2.780098, FlushAsyncLoading=0.012130, FlushStreamingFunc=0.089884, BlockTillAllRequestsFinished=0.007153, ResetLoadersForSaveUnMarkAllObjects=0.204332, TagPackageExports=1.880355, BeginCacheForCookedPlatformData=0.002488, SerializeImports=3.563214, GatherLocalizableTextData=1.666691, MarkNames=0.032656, SerializeSummary=0.015240, SerializeNames=0.110719, SerializeGatherableTextData=0.008084, BuildExportMap=0.084907, SortExportsNonSeekfree=0.162035, SortExportsSeekfreeConstructor=0.067178, SortExportsSeekfreeInner=6.608602, SortExportsSeekfree=0.007153, BuildDependencyMap=0.028923, SerializeImportMap=0.012439, SerializeExportMap=0.017416, SerializeDependencyMap=0.033587, SerializeStringAssetReferenceMap=0.003424, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.366677, SerializeExports=3.386874, SerializeBulkData=0.010576, MoveFile=1.298457, UnaccountedTime=1.487240, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_8, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/TwinStickMode.uasset, AutoPackageBackupDelegate=1.658916, FlushAsyncLoading=0.003107, FlushStreamingFunc=0.054426, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.128757, TagPackageExports=2.353709, BeginCacheForCookedPlatformData=0.003420, SerializeImports=3.164813, GatherLocalizableTextData=3.017709, MarkNames=0.055049, SerializeSummary=0.019282, SerializeNames=0.147108, SerializeGatherableTextData=0.135910, BuildExportMap=0.132177, SortExportsNonSeekfree=0.248495, SortExportsSeekfreeConstructor=0.069667, SortExportsSeekfreeInner=7.077604, SortExportsSeekfree=0.008084, BuildDependencyMap=0.030790, SerializeImportMap=0.010263, SerializeExportMap=0.014618, SerializeDependencyMap=0.004351, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.432301, SerializeExports=3.487643, SerializeBulkData=0.005595, MoveFile=1.402956, UnaccountedTime=0.932712, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_9, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/EnemySpawner.uasset, AutoPackageBackupDelegate=3.473025, FlushAsyncLoading=0.011817, FlushStreamingFunc=0.069667, BlockTillAllRequestsFinished=0.007153, ResetLoadersForSaveUnMarkAllObjects=0.210240, TagPackageExports=4.605405, BeginCacheForCookedPlatformData=0.005286, SerializeImports=4.971769, GatherLocalizableTextData=3.470536, MarkNames=0.036698, SerializeSummary=0.013996, SerializeNames=0.116941, SerializeGatherableTextData=0.113204, BuildExportMap=0.166703, SortExportsNonSeekfree=0.457801, SortExportsSeekfreeConstructor=0.091437, SortExportsSeekfreeInner=13.449531, SortExportsSeekfree=0.008397, BuildDependencyMap=0.038255, SerializeImportMap=0.014309, SerializeExportMap=0.022702, SerializeDependencyMap=0.005908, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.462469, SerializeExports=12.332700, SerializeBulkData=0.011194, MoveFile=1.249630, UnaccountedTime=0.971898, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
SavePackageTransactionId55A4AD9D463EB509CA8854AF09992D7C_10, Filename=../../../../../../Unreal Project/TwinStickShooter 4.11/Content/Blueprints/TwinStickMode.uasset, AutoPackageBackupDelegate=2.151553, FlushAsyncLoading=0.004664, FlushStreamingFunc=0.067800, BlockTillAllRequestsFinished=0.009332, ResetLoadersForSaveUnMarkAllObjects=0.196245, TagPackageExports=3.626972, BeginCacheForCookedPlatformData=0.007775, SerializeImports=4.771791, GatherLocalizableTextData=3.264960, MarkNames=0.053182, SerializeSummary=0.018351, SerializeNames=0.186913, SerializeGatherableTextData=0.149596, BuildExportMap=0.160791, SortExportsNonSeekfree=0.385337, SortExportsSeekfreeConstructor=0.092372, SortExportsSeekfreeInner=10.224380, SortExportsSeekfree=0.008397, BuildDependencyMap=0.037942, SerializeImportMap=0.011817, SerializeExportMap=0.016175, SerializeDependencyMap=0.005908, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.413328, SerializeExports=4.593272, SerializeBulkData=0.007465, MoveFile=1.663581, UnaccountedTime=0.921205, RunGuid=RunIDE7D45B4D4DD51994C944F285A3F5B9F6
