CookerStat, GenerateAssetRegistry=0.037011, Initialize=1.951575, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_0, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=8.571684, FlushAsyncLoading=0.007465, FlushStreamingFunc=0.034209, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.413328, TagPackageExports=24.516121, BeginCacheForCookedPlatformData=0.007462, SerializeImports=32.748184, GatherLocalizableTextData=18.502470, MarkNames=0.212420, SerializeSummary=0.032347, SerializeNames=0.510983, SerializeGatherableTextData=0.114452, BuildExportMap=0.517204, SortExportsNonSeekfree=2.517607, SortExportsSeekfreeConstructor=0.132181, SortExportsSeekfreeInner=39.080299, SortExportsSeekfree=0.011198, BuildDependencyMap=0.169497, SerializeImportMap=0.046961, SerializeExportMap=0.116628, SerializeDependencyMap=0.028923, SerializeStringAssetReferenceMap=0.004664, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.871476, SerializeExports=40.132130, SerializeBulkData=0.046339, MoveFile=1.876622, UnaccountedTime=1.717385, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_1, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=4.675068, FlushAsyncLoading=0.004668, FlushStreamingFunc=0.032034, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.136532, TagPackageExports=19.781958, BeginCacheForCookedPlatformData=0.008397, SerializeImports=24.187382, GatherLocalizableTextData=17.362318, MarkNames=0.236988, SerializeSummary=0.028614, SerializeNames=0.461534, SerializeGatherableTextData=0.128448, BuildExportMap=0.430435, SortExportsNonSeekfree=3.976542, SortExportsSeekfreeConstructor=0.113208, SortExportsSeekfreeInner=35.818142, SortExportsSeekfree=0.009950, BuildDependencyMap=0.208687, SerializeImportMap=0.034209, SerializeExportMap=0.122227, SerializeDependencyMap=0.025503, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.324214, SerializeExports=29.154179, SerializeBulkData=0.013061, MoveFile=1.230657, UnaccountedTime=1.950018, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_2, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=6.437860, FlushAsyncLoading=0.011817, FlushStreamingFunc=0.054739, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.160169, TagPackageExports=20.574093, BeginCacheForCookedPlatformData=0.006843, SerializeImports=24.404158, GatherLocalizableTextData=19.159008, MarkNames=0.124093, SerializeSummary=0.018351, SerializeNames=0.427946, SerializeGatherableTextData=0.178829, BuildExportMap=0.510052, SortExportsNonSeekfree=4.076690, SortExportsSeekfreeConstructor=0.113208, SortExportsSeekfreeInner=37.918686, SortExportsSeekfree=0.009328, BuildDependencyMap=0.161726, SerializeImportMap=0.048209, SerializeExportMap=0.124089, SerializeDependencyMap=0.018969, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.630242, SerializeExports=31.691689, SerializeBulkData=0.030167, MoveFile=1.345109, UnaccountedTime=1.019485, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_3, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=6.482955, FlushAsyncLoading=0.005290, FlushStreamingFunc=0.061579, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.158615, TagPackageExports=20.550768, BeginCacheForCookedPlatformData=0.008397, SerializeImports=24.865068, GatherLocalizableTextData=22.180140, MarkNames=0.204645, SerializeSummary=0.023015, SerializeNames=0.493258, SerializeGatherableTextData=0.176962, BuildExportMap=0.474285, SortExportsNonSeekfree=4.102193, SortExportsSeekfreeConstructor=0.120983, SortExportsSeekfreeInner=34.844063, SortExportsSeekfree=0.011820, BuildDependencyMap=0.236984, SerializeImportMap=0.036698, SerializeExportMap=0.106055, SerializeDependencyMap=0.026748, SerializeStringAssetReferenceMap=0.003733, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.663521, SerializeExports=28.748934, SerializeBulkData=0.013687, MoveFile=1.224436, UnaccountedTime=0.989005, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_4, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=5.277179, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.041988, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.197489, TagPackageExports=25.899794, BeginCacheForCookedPlatformData=0.007775, SerializeImports=26.344534, GatherLocalizableTextData=18.748478, MarkNames=0.190340, SerializeSummary=0.021771, SerializeNames=0.390314, SerializeGatherableTextData=0.134666, BuildExportMap=0.320960, SortExportsNonSeekfree=2.754286, SortExportsSeekfreeConstructor=0.072464, SortExportsSeekfreeInner=35.459549, SortExportsSeekfree=0.009019, BuildDependencyMap=0.147108, SerializeImportMap=0.035767, SerializeExportMap=0.085838, SerializeDependencyMap=0.018660, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.008118, SerializeExports=31.723101, SerializeBulkData=0.012752, MoveFile=1.395494, UnaccountedTime=1.238119, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_5, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=5.112965, FlushAsyncLoading=0.004977, FlushStreamingFunc=0.032656, BlockTillAllRequestsFinished=0.004042, ResetLoadersForSaveUnMarkAllObjects=0.142753, TagPackageExports=17.846558, BeginCacheForCookedPlatformData=0.008706, SerializeImports=19.565496, GatherLocalizableTextData=21.517694, MarkNames=0.199668, SerializeSummary=0.019591, SerializeNames=0.472423, SerializeGatherableTextData=0.176340, BuildExportMap=0.498544, SortExportsNonSeekfree=3.349867, SortExportsSeekfreeConstructor=0.103876, SortExportsSeekfreeInner=35.084164, SortExportsSeekfree=0.009328, BuildDependencyMap=0.212111, SerializeImportMap=0.026125, SerializeExportMap=0.078373, SerializeDependencyMap=0.018660, SerializeStringAssetReferenceMap=0.004355, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.462279, SerializeExports=27.503971, SerializeBulkData=0.012439, MoveFile=1.231283, UnaccountedTime=1.002375, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_6, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=6.105393, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.043228, BlockTillAllRequestsFinished=0.006843, ResetLoadersForSaveUnMarkAllObjects=0.199977, TagPackageExports=18.668863, BeginCacheForCookedPlatformData=0.008084, SerializeImports=22.934954, GatherLocalizableTextData=16.394154, MarkNames=0.128757, SerializeSummary=0.018351, SerializeNames=0.336509, SerializeGatherableTextData=0.130933, BuildExportMap=0.289239, SortExportsNonSeekfree=2.854738, SortExportsSeekfreeConstructor=0.092369, SortExportsSeekfreeInner=36.979134, SortExportsSeekfree=0.009950, BuildDependencyMap=0.198733, SerializeImportMap=0.025500, SerializeExportMap=0.083353, SerializeDependencyMap=0.018351, SerializeStringAssetReferenceMap=0.003107, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.937722, SerializeExports=27.751223, SerializeBulkData=0.012752, MoveFile=1.267355, UnaccountedTime=1.124293, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_D82BD6254781034EA6704590F83E5C80, StartTime=2016.05.05-19.41.32, HierarchicalDDC=, DataSize=162403, Duration=3.168549, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_1, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_4A019AD0407BC275848BE190FBC2296E, StartTime=2016.05.05-19.41.43, HierarchicalDDC=, DataSize=162403, Duration=3.385942, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_2, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_27F0256D43488146D808F88BFF725999, StartTime=2016.05.05-19.41.50, HierarchicalDDC=, DataSize=162403, Duration=2.736866, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_3, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_D5DD30784C43A8A6D3FBCD988BE41A59, StartTime=2016.05.05-19.45.53, HierarchicalDDC=, DataSize=162403, Duration=3.367901, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_4, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_143F34EE46ECC86F336838ABDF0C369A, StartTime=2016.05.05-19.46.06, HierarchicalDDC=, DataSize=162403, Duration=3.067158, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_7, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Saved/Autosaves/Game/Blueprints/HeroCharacter_Auto1.uasset, AutoPackageBackupDelegate=7.204495, FlushAsyncLoading=0.011507, FlushStreamingFunc=0.061579, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.165455, TagPackageExports=19.327269, BeginCacheForCookedPlatformData=0.007462, SerializeImports=21.201090, GatherLocalizableTextData=17.417986, MarkNames=0.181939, SerializeSummary=0.028305, SerializeNames=0.496056, SerializeGatherableTextData=0.174787, BuildExportMap=0.493567, SortExportsNonSeekfree=2.554931, SortExportsSeekfreeConstructor=0.074640, SortExportsSeekfreeInner=36.289318, SortExportsSeekfree=0.010572, BuildDependencyMap=0.234812, SerializeImportMap=0.031412, SerializeExportMap=0.079926, SerializeDependencyMap=0.017416, SerializeStringAssetReferenceMap=0.004046, SaveThumbNailsAssetRegistryDataWorldLevelInfo=2.663158, SerializeExports=28.088354, SerializeBulkData=0.013687, MoveFile=10.954939, UnaccountedTime=0.259381, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_8, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=6.076157, FlushAsyncLoading=0.005599, FlushStreamingFunc=0.053804, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.151459, TagPackageExports=21.817505, BeginCacheForCookedPlatformData=0.008397, SerializeImports=28.205915, GatherLocalizableTextData=21.269508, MarkNames=0.185359, SerializeSummary=0.020526, SerializeNames=0.480510, SerializeGatherableTextData=0.179451, BuildExportMap=0.491701, SortExportsNonSeekfree=2.823640, SortExportsSeekfreeConstructor=0.111341, SortExportsSeekfreeInner=36.776043, SortExportsSeekfree=0.009019, BuildDependencyMap=0.149906, SerializeImportMap=0.034522, SerializeExportMap=0.106364, SerializeDependencyMap=0.018042, SerializeStringAssetReferenceMap=0.002485, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.993593, SerializeExports=37.740170, SerializeBulkData=0.013992, MoveFile=2.024971, UnaccountedTime=1.697481, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_5, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_78F391014EB28438ED2E848E521705F4, StartTime=2016.05.05-19.50.28, HierarchicalDDC=, DataSize=162403, Duration=2.956439, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_9, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/NewMap.umap, AutoPackageBackupDelegate=7.996630, FlushAsyncLoading=0.010885, FlushStreamingFunc=0.051625, BlockTillAllRequestsFinished=0.008401, ResetLoadersForSaveUnMarkAllObjects=0.606153, TagPackageExports=1.514606, BeginCacheForCookedPlatformData=0.008088, SerializeImports=2.660360, GatherLocalizableTextData=8.631706, MarkNames=0.070289, SerializeSummary=0.017729, SerializeNames=0.341486, SerializeGatherableTextData=0.014927, BuildExportMap=0.216775, SortExportsNonSeekfree=0.217080, SortExportsSeekfreeConstructor=0.068422, SortExportsSeekfreeInner=21.853271, SortExportsSeekfree=0.009328, BuildDependencyMap=0.113208, SerializeImportMap=0.020839, SerializeExportMap=0.026125, SerializeDependencyMap=0.013065, SerializeStringAssetReferenceMap=0.003733, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.820436, SerializeExports=3.356397, SerializeBulkData=0.008706, MoveFile=1.229722, UnaccountedTime=0.168569, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_10, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Saved/Autosaves/Game/Blueprints/HeroCharacter_Auto2.uasset, AutoPackageBackupDelegate=9.701576, FlushAsyncLoading=0.011817, FlushStreamingFunc=0.041366, BlockTillAllRequestsFinished=0.006530, ResetLoadersForSaveUnMarkAllObjects=0.232942, TagPackageExports=23.116581, BeginCacheForCookedPlatformData=0.007153, SerializeImports=21.137644, GatherLocalizableTextData=21.810349, MarkNames=0.201225, SerializeSummary=0.022702, SerializeNames=0.531822, SerializeGatherableTextData=0.197493, BuildExportMap=0.514094, SortExportsNonSeekfree=5.649768, SortExportsSeekfreeConstructor=0.122849, SortExportsSeekfreeInner=52.186478, SortExportsSeekfree=0.010572, BuildDependencyMap=0.252537, SerializeImportMap=0.029858, SerializeExportMap=0.081483, SerializeDependencyMap=0.027679, SerializeStringAssetReferenceMap=0.004977, SaveThumbNailsAssetRegistryDataWorldLevelInfo=17.151453, SerializeExports=46.699680, SerializeBulkData=0.014305, MoveFile=1.117762, UnaccountedTime=0.251293, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_11, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=6.254677, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.037007, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.153638, TagPackageExports=21.114626, BeginCacheForCookedPlatformData=0.007153, SerializeImports=25.266272, GatherLocalizableTextData=21.812838, MarkNames=0.152707, SerializeSummary=0.020526, SerializeNames=0.351436, SerializeGatherableTextData=0.148039, BuildExportMap=0.316609, SortExportsNonSeekfree=3.051609, SortExportsSeekfreeConstructor=0.074640, SortExportsSeekfreeInner=39.654110, SortExportsSeekfree=0.010263, BuildDependencyMap=0.162348, SerializeImportMap=0.026435, SerializeExportMap=0.077754, SerializeDependencyMap=0.018038, SerializeStringAssetReferenceMap=0.002488, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.979195, SerializeExports=31.281780, SerializeBulkData=0.012130, MoveFile=1.393314, UnaccountedTime=1.402956, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_12, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=6.989896, FlushAsyncLoading=0.011198, FlushStreamingFunc=0.036389, BlockTillAllRequestsFinished=0.005595, ResetLoadersForSaveUnMarkAllObjects=0.157993, TagPackageExports=18.315870, BeginCacheForCookedPlatformData=0.007462, SerializeImports=23.400846, GatherLocalizableTextData=22.948328, MarkNames=0.206821, SerializeSummary=0.023324, SerializeNames=0.448164, SerializeGatherableTextData=0.176653, BuildExportMap=0.363879, SortExportsNonSeekfree=3.363546, SortExportsSeekfreeConstructor=0.122227, SortExportsSeekfreeInner=36.299583, SortExportsSeekfree=0.010572, BuildDependencyMap=0.231080, SerializeImportMap=0.027366, SerializeExportMap=0.082109, SerializeDependencyMap=0.027370, SerializeStringAssetReferenceMap=0.004977, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.892201, SerializeExports=34.482986, SerializeBulkData=0.012130, MoveFile=1.770567, UnaccountedTime=1.114339, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_13, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=5.958285, FlushAsyncLoading=0.005908, FlushStreamingFunc=0.047896, BlockTillAllRequestsFinished=0.004977, ResetLoadersForSaveUnMarkAllObjects=0.148349, TagPackageExports=18.632162, BeginCacheForCookedPlatformData=0.007153, SerializeImports=23.696617, GatherLocalizableTextData=21.625299, MarkNames=0.198737, SerializeSummary=0.025190, SerializeNames=0.466201, SerializeGatherableTextData=0.264045, BuildExportMap=0.504766, SortExportsNonSeekfree=2.715096, SortExportsSeekfreeConstructor=0.121295, SortExportsSeekfreeInner=36.554916, SortExportsSeekfree=0.011817, BuildDependencyMap=0.227656, SerializeImportMap=0.027679, SerializeExportMap=0.080861, SerializeDependencyMap=0.028610, SerializeStringAssetReferenceMap=0.005286, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.989770, SerializeExports=32.707134, SerializeBulkData=0.011194, MoveFile=1.227237, UnaccountedTime=1.207642, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_14, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=6.016444, FlushAsyncLoading=0.006221, FlushStreamingFunc=0.040740, BlockTillAllRequestsFinished=0.004668, ResetLoadersForSaveUnMarkAllObjects=0.191890, TagPackageExports=19.620544, BeginCacheForCookedPlatformData=0.006534, SerializeImports=26.631903, GatherLocalizableTextData=22.269089, MarkNames=0.131868, SerializeSummary=0.017103, SerializeNames=0.446606, SerializeGatherableTextData=0.251606, BuildExportMap=0.574119, SortExportsNonSeekfree=3.818244, SortExportsSeekfreeConstructor=0.123158, SortExportsSeekfreeInner=40.432873, SortExportsSeekfree=0.008710, BuildDependencyMap=0.154257, SerializeImportMap=0.043541, SerializeExportMap=0.119116, SerializeDependencyMap=0.018347, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.454723, SerializeExports=34.316910, SerializeBulkData=0.016171, MoveFile=1.457382, UnaccountedTime=1.488172, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_15, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=5.520076, FlushAsyncLoading=0.005912, FlushStreamingFunc=0.043850, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.198737, TagPackageExports=24.506166, BeginCacheForCookedPlatformData=0.008706, SerializeImports=23.253429, GatherLocalizableTextData=23.418259, MarkNames=0.158302, SerializeSummary=0.025194, SerializeNames=0.473976, SerializeGatherableTextData=0.230767, BuildExportMap=0.423282, SortExportsNonSeekfree=4.415374, SortExportsSeekfreeConstructor=0.094235, SortExportsSeekfreeInner=36.642937, SortExportsSeekfree=0.009328, BuildDependencyMap=0.218641, SerializeImportMap=0.039186, SerializeExportMap=0.097036, SerializeDependencyMap=0.043541, SerializeStringAssetReferenceMap=0.007153, SaveThumbNailsAssetRegistryDataWorldLevelInfo=11.742096, SerializeExports=30.478760, SerializeBulkData=0.014305, MoveFile=1.421306, UnaccountedTime=1.328003, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_6, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_876444A041E3398990CDEFAF630F0F8C, StartTime=2016.05.05-20.25.53, HierarchicalDDC=, DataSize=162403, Duration=3.109455, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_7, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_8FA7BFCB47592CCBE3281AB6EBDA774D__1_0_13123_0, StartTime=2016.05.05-20.28.19, HierarchicalDDC=, DataSize=603, Duration=2.900146, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_8, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_7E3C2D7145BCDE33DC4528BF0237FE93__1_0_13123_0, StartTime=2016.05.05-20.28.19, HierarchicalDDC=, DataSize=755, Duration=2.552752, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_9, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_B63E5B14466E6A873EF394A5E9ABC201__1_0_13123_0, StartTime=2016.05.05-20.28.19, HierarchicalDDC=, DataSize=743, Duration=4.016977, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
DDCTransactionIdEE72908E486DA8FE5737BF8A7A637DF4_10, PutCachedData=, CacheKey=PhysX_1D9C17C451EA4FB88CB7A27536A65DB0_PhysXPC_95CFCE194F1770619D885190E5D314EA__1_0_13123_0, StartTime=2016.05.05-20.28.19, HierarchicalDDC=, DataSize=473, Duration=2.741843, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
SavePackageTransactionId84625B10404F374361A2068244DDAE36_16, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/Blueprints/HeroCharacter.uasset, AutoPackageBackupDelegate=7.097509, FlushAsyncLoading=0.012126, FlushStreamingFunc=0.053182, BlockTillAllRequestsFinished=0.006221, ResetLoadersForSaveUnMarkAllObjects=0.166077, TagPackageExports=22.789717, BeginCacheForCookedPlatformData=0.008706, SerializeImports=36.214676, GatherLocalizableTextData=25.989674, MarkNames=0.213973, SerializeSummary=0.024259, SerializeNames=0.519693, SerializeGatherableTextData=0.273686, BuildExportMap=0.615485, SortExportsNonSeekfree=3.789320, SortExportsSeekfreeConstructor=0.116006, SortExportsSeekfreeInner=38.613476, SortExportsSeekfree=0.009332, BuildDependencyMap=1.089770, SerializeImportMap=0.044782, SerializeExportMap=0.139333, SerializeDependencyMap=0.028305, SerializeStringAssetReferenceMap=0.006218, SaveThumbNailsAssetRegistryDataWorldLevelInfo=12.832180, SerializeExports=32.681007, SerializeBulkData=0.015862, MoveFile=1.565613, UnaccountedTime=1.020726, RunGuid=RunID3A866504417BA487E7EBE4866DD17380
