CookerStat, GenerateAssetRegistry=0.040118, Initialize=0.187848, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
SavePackageTransactionIdD21ED01042C980AA6D4F64B66EB65C5B_0, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/AnimationAssets/HeroBlend.uasset, AutoPackageBackupDelegate=3.249098, FlushAsyncLoading=0.010885, FlushStreamingFunc=0.057846, BlockTillAllRequestsFinished=0.007153, ResetLoadersForSaveUnMarkAllObjects=17.642849, TagPackageExports=0.073709, BeginCacheForCookedPlatformData=0.002176, SerializeImports=0.816084, GatherLocalizableTextData=7.905196, MarkNames=0.027679, SerializeSummary=0.399336, SerializeNames=0.046026, SerializeGatherableTextData=0.001866, BuildExportMap=0.150528, SortExportsNonSeekfree=0.204023, SortExportsSeekfreeConstructor=13.981663, SortExportsSeekfreeInner=0.574432, SortExportsSeekfree=0.004664, BuildDependencyMap=0.203088, SerializeImportMap=0.014618, SerializeExportMap=0.008084, SerializeDependencyMap=0.001553, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=38.993530, SerializeExports=1.255225, SerializeBulkData=0.021461, MoveFile=1.144510, UnaccountedTime=27.198561, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
SavePackageTransactionIdD21ED01042C980AA6D4F64B66EB65C5B_1, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/AnimationAssets/characterAnimateBP.uasset, AutoPackageBackupDelegate=26.105989, FlushAsyncLoading=0.016484, FlushStreamingFunc=0.051007, BlockTillAllRequestsFinished=0.006840, ResetLoadersForSaveUnMarkAllObjects=0.705365, TagPackageExports=16.579512, BeginCacheForCookedPlatformData=0.008710, SerializeImports=32.349781, GatherLocalizableTextData=22.587873, MarkNames=0.093613, SerializeSummary=0.014614, SerializeNames=0.380363, SerializeGatherableTextData=0.261247, BuildExportMap=0.486106, SortExportsNonSeekfree=1.649585, SortExportsSeekfreeConstructor=0.066865, SortExportsSeekfreeInner=18.690945, SortExportsSeekfree=0.008401, BuildDependencyMap=0.090189, SerializeImportMap=0.105742, SerializeExportMap=0.083663, SerializeDependencyMap=0.012439, SerializeStringAssetReferenceMap=0.001866, SaveThumbNailsAssetRegistryDataWorldLevelInfo=13.591971, SerializeExports=25.597494, SerializeBulkData=0.015549, MoveFile=1.799177, UnaccountedTime=0.179764, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
DDCTransactionIdDAAF63584647814CD72EAFA6B9FBA901_0, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_BE7A19E74156603CC8622591AD50E043, StartTime=2016.04.28-01.29.31, HierarchicalDDC=, DataSize=162403, Duration=3.344268, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
SavePackageTransactionIdD21ED01042C980AA6D4F64B66EB65C5B_2, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/AnimationAssets/EnemyBlendSpace.uasset, AutoPackageBackupDelegate=0.111964, FlushAsyncLoading=0.004351, FlushStreamingFunc=0.055984, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.178829, TagPackageExports=0.019591, BeginCacheForCookedPlatformData=0.001557, SerializeImports=0.641920, GatherLocalizableTextData=0.057846, MarkNames=0.006843, SerializeSummary=0.015862, SerializeNames=0.027988, SerializeGatherableTextData=0.001244, BuildExportMap=0.021148, SortExportsNonSeekfree=0.004977, SortExportsSeekfreeConstructor=0.008088, SortExportsSeekfreeInner=0.352994, SortExportsSeekfree=0.003420, BuildDependencyMap=0.007153, SerializeImportMap=0.011817, SerializeExportMap=0.008401, SerializeDependencyMap=0.001244, SerializeStringAssetReferenceMap=0.001557, SaveThumbNailsAssetRegistryDataWorldLevelInfo=9.208318, SerializeExports=0.199355, SerializeBulkData=0.008397, MoveFile=1.532957, UnaccountedTime=1.721736, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
SavePackageTransactionIdD21ED01042C980AA6D4F64B66EB65C5B_3, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Content/AnimationAssets/EnemyBlendSpace.uasset, AutoPackageBackupDelegate=6.967816, FlushAsyncLoading=0.018351, FlushStreamingFunc=0.083972, BlockTillAllRequestsFinished=0.008084, ResetLoadersForSaveUnMarkAllObjects=0.265289, TagPackageExports=0.062201, BeginCacheForCookedPlatformData=0.004355, SerializeImports=3.864583, GatherLocalizableTextData=0.329979, MarkNames=0.013687, SerializeSummary=0.016481, SerializeNames=0.051629, SerializeGatherableTextData=0.002488, BuildExportMap=0.034209, SortExportsNonSeekfree=0.009019, SortExportsSeekfreeConstructor=0.015240, SortExportsSeekfreeInner=0.640366, SortExportsSeekfree=0.007153, BuildDependencyMap=0.010885, SerializeImportMap=0.007153, SerializeExportMap=0.004973, SerializeDependencyMap=0.001557, SerializeStringAssetReferenceMap=0.002176, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.276487, SerializeExports=0.952616, SerializeBulkData=0.006843, MoveFile=1.303747, UnaccountedTime=0.956658, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
DDCTransactionIdDAAF63584647814CD72EAFA6B9FBA901_1, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_AD48C699495B361A2C87A0A8AE9B7F97, StartTime=2016.04.28-01.32.28, HierarchicalDDC=, DataSize=162403, Duration=3.868937, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
DDCTransactionIdDAAF63584647814CD72EAFA6B9FBA901_2, PutCachedData=, CacheKey=REFL_FULL_0C6693969CB849AE9F4120FF5812F4D2_6669B6474B7711B0F29825BA740AED71, StartTime=2016.04.28-01.37.05, HierarchicalDDC=, DataSize=162403, Duration=3.022682, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
SavePackageTransactionIdD21ED01042C980AA6D4F64B66EB65C5B_4, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Saved/Autosaves/Game/AnimationAssets/UE4_Mannequin/Mesh/UE4_Mannequin_Skeleton_Auto1.uasset, AutoPackageBackupDelegate=11.833847, FlushAsyncLoading=0.009641, FlushStreamingFunc=0.057537, BlockTillAllRequestsFinished=0.005908, ResetLoadersForSaveUnMarkAllObjects=0.224236, TagPackageExports=0.037011, BeginCacheForCookedPlatformData=0.001553, SerializeImports=15.922353, GatherLocalizableTextData=0.253472, MarkNames=0.037011, SerializeSummary=0.037942, SerializeNames=0.112586, SerializeGatherableTextData=0.003420, BuildExportMap=0.024881, SortExportsNonSeekfree=0.011817, SortExportsSeekfreeConstructor=0.106677, SortExportsSeekfreeInner=0.233877, SortExportsSeekfree=0.005599, BuildDependencyMap=0.010263, SerializeImportMap=0.012439, SerializeExportMap=0.008710, SerializeDependencyMap=0.002176, SerializeStringAssetReferenceMap=0.003420, SaveThumbNailsAssetRegistryDataWorldLevelInfo=0.062201, SerializeExports=0.987139, SerializeBulkData=0.011198, MoveFile=1.499057, UnaccountedTime=0.269953, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
SavePackageTransactionIdD21ED01042C980AA6D4F64B66EB65C5B_5, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Saved/Autosaves/Game/AnimationAssets/UE4_Mannequin/Mesh/SK_Mannequin_Auto1.uasset, AutoPackageBackupDelegate=12.852706, FlushAsyncLoading=0.013687, FlushStreamingFunc=0.046961, BlockTillAllRequestsFinished=0.005599, ResetLoadersForSaveUnMarkAllObjects=0.365745, TagPackageExports=27.818710, BeginCacheForCookedPlatformData=0.009328, SerializeImports=14.678635, GatherLocalizableTextData=1.018550, MarkNames=0.023324, SerializeSummary=0.015862, SerializeNames=0.237610, SerializeGatherableTextData=0.004042, BuildExportMap=0.050075, SortExportsNonSeekfree=0.012439, SortExportsSeekfreeConstructor=0.013061, SortExportsSeekfreeInner=12.272987, SortExportsSeekfree=0.013996, BuildDependencyMap=6.079581, SerializeImportMap=0.019591, SerializeExportMap=0.011820, SerializeDependencyMap=0.002798, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=17.759472, SerializeExports=48.697281, SerializeBulkData=0.630416, MoveFile=1.232211, UnaccountedTime=0.120360, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
SavePackageTransactionIdD21ED01042C980AA6D4F64B66EB65C5B_6, Filename=../../../../../../GitHub/Unreal/TwinStickShooter/Saved/Autosaves/Game/AnimationAssets/EnemyAnimateBP_Auto1.uasset, AutoPackageBackupDelegate=0.136841, FlushAsyncLoading=0.004664, FlushStreamingFunc=0.060961, BlockTillAllRequestsFinished=0.004664, ResetLoadersForSaveUnMarkAllObjects=0.169497, TagPackageExports=1.672603, BeginCacheForCookedPlatformData=0.007462, SerializeImports=2.385430, GatherLocalizableTextData=0.886995, MarkNames=0.016171, SerializeSummary=0.025813, SerializeNames=0.100765, SerializeGatherableTextData=0.006221, BuildExportMap=0.073399, SortExportsNonSeekfree=0.065934, SortExportsSeekfreeConstructor=0.009019, SortExportsSeekfreeInner=4.408222, SortExportsSeekfree=0.006534, BuildDependencyMap=0.018347, SerializeImportMap=0.013687, SerializeExportMap=0.016171, SerializeDependencyMap=0.005595, SerializeStringAssetReferenceMap=0.002801, SaveThumbNailsAssetRegistryDataWorldLevelInfo=10.635220, SerializeExports=2.242368, SerializeBulkData=0.010572, MoveFile=13.131056, UnaccountedTime=0.164215, RunGuid=RunIDA841362443369C72CC62B3A5B9457846
